m1,126.638928,37.387465,126.638788,126.639068,37.387325,37.387605
m2,126.638895,37.387573,126.638755,126.639035,37.387433,37.387713
m3,126.638827,37.387681,126.638687,126.638967,37.387541,37.387821
m4,126.638759,37.387788,126.638619,126.638899,37.387648,37.387928
m5,126.638691,37.387896,126.638551,126.638831,37.387756,37.388036
m6,126.638691,37.388004,126.638551,126.638831,37.387864,37.388144
m7,126.638793,37.388112,126.638653,126.638933,37.387972,37.388252
m8,126.638928,37.38822,126.638788,126.639068,37.38808,37.38836
m9,126.63903,37.388327,126.63889,126.63917,37.388187,37.388467
m10,126.639166,37.388354,126.639026,126.639306,37.388214,37.388494
m11,126.6392,37.388247,126.63906,126.63934,37.388107,37.388387
m12,126.639166,37.388139,126.639026,126.639306,37.387999,37.388279
m13,126.639064,37.388031,126.638924,126.639204,37.387891,37.388171
m14,126.63903,37.387923,126.63889,126.63917,37.387783,37.388063
m15,126.638996,37.387815,126.638856,126.639136,37.387675,37.387955
m16,126.639064,37.387708,126.638924,126.639204,37.387568,37.387848
m17,126.639132,37.3876,126.638992,126.639272,37.38746,37.38774
m18,126.6392,37.387492,126.63906,126.63934,37.387352,37.387632
m19,126.639302,37.387411,126.639162,126.639442,37.387271,37.387551
m20,126.639437,37.387438,126.639297,126.639577,37.387298,37.387578
m21,126.639573,37.387492,126.639433,126.639713,37.387352,37.387632
m22,126.639675,37.3876,126.639535,126.639815,37.38746,37.38774
m23,126.639777,37.387708,126.639637,126.639917,37.387568,37.387848
m24,126.639912,37.387815,126.639772,126.640052,37.387675,37.387955
m25,126.640048,37.387923,126.639908,126.640188,37.387783,37.388063
m26,126.640184,37.388031,126.640044,126.640324,37.387891,37.388171
m27,126.640286,37.388139,126.640146,126.640426,37.387999,37.388279
m28,126.640387,37.388247,126.640247,126.640527,37.388107,37.388387
m29,126.640523,37.388354,126.640383,126.640663,37.388214,37.388494
m30,126.640625,37.388462,126.640485,126.640765,37.388322,37.388602
m31,126.640591,37.38857,126.640451,126.640731,37.38843,37.38871
m32,126.640489,37.388678,126.640349,126.640629,37.388538,37.388818
